session_id,user_id,timestamp,ip_address,mouse_movements,keyboard_inputs,time_on_page,js_enabled,is_bot
964,21,03-06-2024 20.57,220.60.18.226,99,42,37,1,0
965,11,19-06-2024 5.18,128.171.149.83,88,82,45,1,1
966,44,21-01-2024 1.47,63.199.225.203,33,73,35,1,0
967,26,13-07-2024 0.07,116.167.129.138,86,79,122,1,1
968,20,16-01-2024 19.41,68.151.127.123,35,81,103,1,0
969,15,16-03-2024 9.45,60.48.44.96,30,5,80,1,1
970,43,22-03-2024 15.47,138.160.211.189,37,52,194,1,1
971,40,07-08-2024 14.16,71.254.36.180,57,5,166,1,0
972,18,19-01-2024 4.17,43.88.87.135,38,27,81,1,1
973,21,02-05-2024 1.32,115.128.225.121,65,68,179,1,0
974,17,30-07-2024 6.18,134.155.24.147,72,33,46,1,0
975,39,05-03-2024 13.49,22.131.59.250,70,32,36,1,0
976,39,22-08-2024 15.13,27.38.106.215,11,50,196,1,1
977,45,06-05-2024 8.25,147.255.127.202,13,72,100,1,1
978,38,19-05-2024 3.21,220.214.189.211,89,37,78,1,0
979,44,07-01-2024 13.04,203.54.66.6,28,40,173,1,1
980,9,28-01-2024 22.02,194.156.200.222,28,2,135,1,1
981,37,31-01-2024 0.58,37.42.112.36,13,64,169,1,1
982,32,14-07-2024 16.41,59.132.179.130,13,1,20,1,0
983,44,04-02-2024 18.36,93.212.87.226,62,47,88,1,1
984,1,15-02-2024 3.36,23.183.112.215,84,75,33,1,0
985,36,19-07-2024 2.30,98.250.101.41,20,48,132,1,0
986,42,23-04-2024 13.36,188.132.220.55,34,51,115,1,1
987,2,04-02-2024 21.24,110.156.225.249,46,43,136,1,1
988,2,22-06-2024 17.35,98.93.35.170,98,24,131,1,0
989,29,16-01-2024 2.27,58.108.191.157,92,81,11,1,1
990,31,29-07-2024 4.30,203.111.227.4,53,70,164,1,1
991,40,25-01-2024 11.24,166.190.58.80,51,78,52,1,1
992,39,01-05-2024 22.34,52.195.12.17,66,1,87,1,0
993,17,20-05-2024 1.13,184.248.211.100,44,52,56,1,0
994,18,31-07-2024 3.49,126.100.72.113,42,66,23,1,0
995,41,10-01-2024 2.13,193.185.21.49,27,10,184,1,0
996,1,18-04-2024 0.23,66.92.91.115,58,59,152,1,1
997,48,15-05-2024 18.03,180.6.73.64,31,31,194,1,0
998,34,30-07-2024 2.59,185.181.153.45,94,93,13,1,0
999,26,02-05-2024 0.08,57.27.158.185,59,91,115,1,0
1000,23,03-07-2024 17.17,48.107.118.119,17,13,98,1,0
1001,29,20-01-2024 2.06,113.53.109.218,88,49,52,1,0
1002,10,02-08-2024 15.30,79.243.18.146,62,79,71,1,1
1003,2,20-08-2024 12.26,76.103.93.65,53,78,37,1,1
1004,8,17-01-2024 8.18,199.88.70.17,48,63,48,1,0
1005,47,20-01-2024 22.49,159.244.9.66,91,26,67,1,1
1006,50,24-06-2024 22.10,164.191.2.63,90,59,161,1,1
1007,40,14-05-2024 16.30,82.175.218.202,79,97,42,1,1
1008,15,11-04-2024 23.58,160.230.71.214,27,11,169,1,1
1009,25,14-02-2024 4.15,8.117.100.75,22,39,40,1,1
1010,25,14-07-2024 14.30,123.26.149.130,94,32,57,1,0
1011,25,01-04-2024 0.44,215.101.110.242,81,95,19,1,1
1012,28,04-02-2024 0.36,32.244.165.222,20,45,96,1,1
1013,26,08-02-2024 17.54,91.76.8.113,93,82,20,1,0
1014,44,25-01-2024 9.09,114.179.163.46,60,60,57,1,0
1015,46,28-06-2024 0.17,43.47.184.178,32,85,119,1,0
1016,21,03-05-2024 15.14,70.114.198.57,98,32,116,1,0
1017,11,30-03-2024 14.32,82.193.137.1,64,63,161,1,1
1018,29,10-01-2024 8.04,216.182.37.120,50,27,111,1,0
1019,29,11-03-2024 12.17,167.108.78.110,25,86,123,1,1
1020,35,12-06-2024 12.35,186.180.17.202,95,67,69,1,0
1021,28,02-07-2024 2.04,212.233.145.56,42,45,36,1,1
1022,28,21-04-2024 15.16,105.19.21.207,23,42,132,1,0
1023,38,02-03-2024 12.56,92.215.126.71,67,22,66,1,1
1024,49,12-08-2024 15.52,49.44.206.113,70,2,132,1,0
1025,31,31-03-2024 0.46,121.34.249.218,93,10,96,1,1
1026,48,27-07-2024 8.24,86.53.98.110,81,56,31,1,1
1027,2,30-01-2024 19.05,186.226.108.21,28,45,97,1,1
1028,33,20-03-2024 13.11,211.71.177.2,33,62,29,1,0
1029,25,01-08-2024 8.37,138.21.174.181,77,1,146,1,0
1030,21,30-04-2024 2.18,167.114.2.151,32,42,65,1,1
1031,1,30-06-2024 11.16,102.69.235.25,96,3,27,1,0
1032,19,21-02-2024 0.03,195.133.26.27,92,28,187,1,0
1033,29,15-03-2024 22.24,192.218.227.35,71,44,180,1,0
1034,22,10-08-2024 15.25,4.123.252.119,92,42,124,1,1
1035,20,10-04-2024 17.30,151.51.68.47,87,19,100,1,1
1036,18,25-02-2024 22.16,25.233.110.115,54,18,14,1,1
1037,35,11-02-2024 21.55,73.205.97.255,37,76,119,1,1
1038,37,25-08-2024 23.33,50.36.164.160,64,85,53,1,0
1039,4,02-01-2024 12.30,4.171.46.9,72,19,185,1,1
1040,20,24-07-2024 14.36,148.132.18.206,58,28,191,1,0
1041,28,22-05-2024 9.02,56.103.237.155,46,1,99,1,0
1042,6,24-08-2024 9.16,75.75.1.61,60,63,160,1,0
1043,48,22-04-2024 10.02,29.178.37.214,4,87,36,1,1
1044,20,09-01-2024 4.11,100.9.182.39,81,100,148,1,0
1045,14,10-07-2024 21.33,217.100.35.217,47,22,100,1,0
1046,1,21-02-2024 21.06,52.82.5.194,96,96,157,1,1
1047,29,19-06-2024 16.23,61.254.142.94,79,43,95,1,0
1048,15,03-01-2024 5.01,195.147.20.161,11,1,91,1,0
1049,49,08-04-2024 19.48,147.92.218.208,27,30,89,1,1
1050,25,26-06-2024 17.40,93.205.86.241,62,42,117,1,1
1051,13,06-05-2024 9.50,193.200.208.70,3,56,115,1,0
1052,41,04-06-2024 13.20,113.56.72.14,64,79,93,1,1
1053,8,15-02-2024 0.21,8.14.236.11,47,10,106,1,0
1054,26,25-05-2024 5.31,168.95.146.223,35,88,183,1,0
1055,2,18-05-2024 7.32,76.25.0.177,57,69,96,1,0
1056,14,06-05-2024 11.10,49.171.230.105,96,44,62,1,0
1057,30,15-07-2024 8.13,86.125.162.190,29,71,171,1,0
1058,45,11-04-2024 14.11,125.86.182.84,85,57,54,1,0
1059,4,09-03-2024 10.03,84.105.120.26,20,74,60,1,0
1060,21,23-05-2024 13.03,123.139.3.165,51,19,31,1,0
1061,37,11-04-2024 18.01,113.71.67.206,46,39,84,1,0
1062,1,06-06-2024 23.58,25.168.189.214,57,6,37,1,0
1063,30,30-05-2024 6.59,175.43.145.170,54,22,117,1,0
1064,25,11-01-2024 21.11,141.217.123.249,78,27,176,1,0
1065,50,12-05-2024 8.18,57.198.176.112,55,100,102,1,0
1066,50,25-06-2024 9.32,151.26.201.130,20,52,117,1,1
1067,11,14-06-2024 17.54,82.63.80.176,7,59,159,1,0
1068,20,31-05-2024 10.46,45.47.127.211,10,8,196,1,0
1069,30,17-06-2024 1.32,67.201.239.51,3,84,107,1,0
1070,18,09-01-2024 6.26,75.154.62.114,95,24,42,1,0
1071,34,16-06-2024 18.54,22.177.110.242,64,70,133,1,0
1072,10,24-03-2024 3.29,42.216.174.249,6,66,197,1,0
1073,7,16-02-2024 21.04,62.0.47.223,21,38,177,1,1
1074,47,18-01-2024 6.46,147.118.73.56,55,69,131,1,0
1075,16,12-06-2024 18.37,128.214.158.170,18,19,101,1,0
1076,23,08-01-2024 18.34,193.1.236.58,93,62,114,1,0
1077,41,22-04-2024 6.19,159.53.246.93,44,57,189,1,0
1078,30,05-02-2024 0.23,124.58.133.47,12,43,157,1,0
1079,23,21-04-2024 11.53,33.232.212.27,38,4,38,1,0
1080,46,26-04-2024 21.06,200.50.32.12,31,14,40,1,1
1081,32,22-08-2024 7.17,149.127.96.135,15,23,148,1,0
1082,48,06-07-2024 4.04,51.103.239.203,23,92,82,1,1
1083,17,20-08-2024 11.00,65.70.225.141,6,50,80,1,0
1084,42,07-03-2024 19.48,126.49.212.65,85,36,162,1,0
1085,43,29-05-2024 1.07,122.247.113.152,25,82,34,1,1
1086,44,02-08-2024 2.19,32.224.8.158,5,56,49,1,0
1087,38,27-08-2024 18.46,123.158.41.123,24,14,46,1,0
1088,38,05-07-2024 3.19,141.114.148.54,8,42,15,1,0
1089,20,12-05-2024 7.41,67.229.65.59,89,31,182,1,1
1090,22,22-06-2024 17.57,3.98.183.213,4,10,197,1,0
1091,50,04-06-2024 5.57,102.80.230.181,34,42,152,1,1
1092,28,20-02-2024 20.37,186.194.86.37,67,9,141,1,0
1093,43,28-03-2024 14.31,26.211.243.118,38,80,135,1,1
1094,15,19-06-2024 1.22,106.233.120.170,2,47,84,1,1
1095,42,16-06-2024 18.27,183.242.30.31,34,98,24,1,0
1096,8,01-02-2024 3.06,18.39.12.130,48,85,127,1,1
1097,37,06-03-2024 23.56,203.149.37.67,79,24,101,1,0
1098,49,16-03-2024 4.17,155.183.175.241,76,67,61,1,1
1099,19,08-03-2024 10.23,129.112.74.131,82,54,65,1,1
1100,12,16-06-2024 23.07,148.188.109.7,33,70,109,1,1
1101,9,24-01-2024 5.20,38.172.14.42,76,35,142,1,1
1102,5,01-01-2024 21.03,36.177.58.144,75,65,13,1,0
1103,15,12-05-2024 3.46,206.215.210.162,71,64,125,1,1
1104,32,05-02-2024 1.42,168.103.15.63,69,34,174,1,0
1105,27,24-03-2024 16.59,174.148.149.91,38,55,147,1,1
1106,9,16-06-2024 11.52,83.13.30.241,67,61,67,1,1
1107,17,15-04-2024 11.48,129.36.46.9,15,20,148,1,1
1108,5,10-02-2024 7.27,58.65.27.157,34,91,117,1,0
1109,5,10-03-2024 8.23,199.206.234.93,89,30,195,1,0
1110,5,06-04-2024 11.47,14.60.247.108,11,7,110,1,0
1111,12,21-05-2024 1.32,124.75.14.67,1,24,89,1,0
1112,19,06-06-2024 2.03,179.198.79.192,6,63,118,1,0
1113,23,12-02-2024 1.31,190.231.39.207,87,37,30,1,0
1114,46,29-05-2024 22.30,148.105.81.194,62,84,14,1,0
1115,34,21-05-2024 13.49,191.30.197.253,33,80,87,1,0
1116,21,27-07-2024 20.10,47.3.88.2,72,5,30,1,0
1117,30,23-01-2024 5.26,76.248.175.27,55,48,143,1,0
1118,4,31-07-2024 23.26,78.183.220.127,98,75,94,1,0
1119,31,22-03-2024 14.56,186.112.212.107,49,65,107,1,1
1120,33,07-03-2024 4.37,160.154.195.106,81,49,21,1,1
1121,50,27-07-2024 7.06,18.81.88.8,65,78,123,1,0
1122,41,04-03-2024 15.12,108.125.89.111,36,19,182,1,0
1123,28,07-01-2024 20.36,10.158.245.218,33,27,196,1,0
1124,8,22-07-2024 11.37,30.75.41.237,64,72,51,1,1
1125,18,01-04-2024 11.56,209.244.228.212,5,4,11,1,1
1126,39,13-04-2024 16.31,140.112.71.150,80,66,26,1,0
1127,24,02-03-2024 5.19,39.153.219.193,62,44,138,1,1
1128,15,06-01-2024 19.13,41.2.14.23,44,74,50,1,1
1129,49,15-01-2024 9.01,167.131.137.133,4,26,74,1,1
1130,45,26-03-2024 8.31,28.212.141.102,37,35,188,1,1
1131,11,01-02-2024 9.57,155.188.43.204,99,67,174,1,0
1132,24,23-04-2024 19.39,178.195.78.180,16,65,57,1,0
1133,38,02-06-2024 22.01,88.121.170.76,12,61,23,1,1
1134,25,23-01-2024 19.47,133.24.43.113,45,83,94,1,1
1135,42,09-07-2024 7.13,30.207.120.196,92,73,93,1,0
1136,5,11-04-2024 16.53,32.108.43.151,90,19,43,1,1
1137,15,30-08-2024 13.49,73.97.43.71,73,15,160,1,0
1138,2,25-07-2024 17.42,12.144.174.214,47,70,200,1,1
1139,43,16-05-2024 10.40,67.168.22.151,55,40,193,1,1
1140,42,31-05-2024 0.19,182.198.149.173,23,85,76,1,1
1141,43,15-08-2024 2.43,188.60.184.191,42,60,198,1,0
1142,20,02-04-2024 19.44,105.231.18.197,20,68,19,1,1
1143,4,11-07-2024 1.19,50.112.66.56,61,100,44,1,0
1144,29,20-02-2024 9.02,145.128.158.8,95,80,177,1,1
1145,33,25-04-2024 19.55,165.138.64.1,28,8,75,1,1
1146,37,24-06-2024 1.27,199.241.145.99,16,65,178,1,1
1147,27,10-03-2024 10.22,206.72.153.144,75,57,146,1,1
1148,8,14-07-2024 10.46,28.48.227.60,42,80,131,1,0
1149,48,11-02-2024 22.55,107.177.190.230,55,17,116,1,1
1150,16,29-05-2024 12.49,119.205.64.143,86,44,160,1,1
1151,41,04-02-2024 1.24,129.40.164.18,13,15,17,1,0
1152,39,13-03-2024 0.12,42.55.33.13,74,45,174,1,1
1153,24,06-02-2024 16.49,206.82.156.190,68,96,158,1,0
1154,1,23-01-2024 8.40,208.141.202.182,45,26,21,1,1
1155,29,28-01-2024 9.09,89.173.66.65,73,70,47,1,0
1156,15,20-08-2024 8.15,208.87.164.116,75,78,62,1,0
1157,34,25-03-2024 14.48,177.10.107.196,87,84,61,1,0
1158,46,03-01-2024 23.25,91.113.141.154,84,8,184,1,0
1159,12,29-01-2024 18.39,211.165.198.121,23,46,25,1,0
1160,45,09-06-2024 13.19,117.21.168.134,65,55,48,1,1
1161,3,03-02-2024 6.13,93.57.45.25,83,58,20,1,1
1162,44,24-03-2024 2.23,111.207.70.55,42,94,12,1,1
1163,31,27-07-2024 21.20,10.98.254.157,96,100,188,1,0
1164,33,12-01-2024 12.03,164.15.192.244,15,20,132,1,1
1165,27,21-03-2024 6.55,16.209.160.210,25,15,163,1,0
1166,46,29-01-2024 15.29,89.248.162.72,91,34,104,1,1
1167,21,04-04-2024 16.05,128.4.240.200,65,42,97,1,0
1168,11,14-02-2024 18.10,206.117.149.74,22,62,48,1,0
1169,26,07-03-2024 21.28,114.140.59.79,61,97,103,1,1
1170,2,12-05-2024 10.52,84.31.25.158,43,17,109,1,0
1171,35,16-08-2024 3.41,175.82.242.11,71,2,87,1,1
1172,14,09-08-2024 19.24,174.117.54.251,33,28,34,1,1
1173,49,07-08-2024 7.15,113.3.34.242,70,21,100,1,1
1174,46,20-05-2024 4.52,35.16.50.173,33,29,102,1,1
1175,11,23-08-2024 4.28,84.217.168.93,7,91,55,1,0
1176,39,30-04-2024 6.57,76.167.5.215,38,52,117,1,0
1177,15,05-07-2024 6.21,95.141.14.175,22,31,170,1,1
1178,33,07-04-2024 22.40,193.226.255.201,37,72,177,1,0
1179,46,28-02-2024 20.28,48.59.25.154,95,46,104,1,0
1180,44,31-03-2024 11.22,180.177.235.185,49,90,31,1,1
1181,45,17-05-2024 13.29,168.144.155.14,10,9,96,1,0
1182,16,08-01-2024 6.58,77.86.130.80,27,5,23,1,1
1183,13,31-01-2024 1.13,91.57.9.148,41,54,72,1,0
1184,15,04-02-2024 9.29,117.158.74.36,34,28,35,1,0
1185,15,22-01-2024 1.18,136.107.163.150,91,92,187,1,1
1186,24,07-03-2024 22.36,14.204.1.226,13,60,128,1,1
1187,30,10-08-2024 1.55,192.71.219.108,57,71,86,1,0
1188,31,02-03-2024 9.18,190.185.82.197,93,81,129,1,1
1189,20,15-02-2024 18.35,147.214.90.7,57,23,80,1,1
1190,14,19-05-2024 12.29,99.183.229.103,46,39,141,1,1
1191,39,03-02-2024 14.38,223.1.154.5,39,12,84,1,0
1192,6,03-06-2024 9.49,31.122.113.217,59,40,153,1,1
1193,38,17-03-2024 1.31,192.199.106.93,15,11,194,1,1
1194,24,26-04-2024 7.10,115.225.240.173,11,100,177,1,0
1195,17,17-03-2024 2.02,69.149.112.221,38,1,30,1,0
1196,13,11-08-2024 6.06,65.33.150.168,39,15,159,1,0
1197,9,18-03-2024 18.40,37.82.69.49,42,95,132,1,1
1198,21,30-05-2024 13.53,208.154.34.97,6,29,91,1,0
1199,3,07-07-2024 10.37,9.217.0.134,23,74,55,1,1
1200,27,18-06-2024 12.00,11.38.248.179,7,70,95,1,0
1201,42,16-01-2024 16.31,116.78.213.206,70,71,124,1,1
1202,20,10-01-2024 7.16,4.215.112.79,13,45,128,1,1
1203,3,02-01-2024 21.53,70.85.49.126,3,34,15,1,0
1204,7,05-08-2024 20.58,200.57.84.144,7,68,34,1,0
1205,28,21-06-2024 0.15,56.46.101.77,59,3,124,1,0
1206,46,11-07-2024 12.34,136.163.152.154,43,70,78,1,1
1207,32,21-08-2024 10.06,16.255.237.22,72,92,108,1,1
1208,38,22-03-2024 18.33,62.152.203.9,50,81,63,1,0
1209,45,02-05-2024 20.17,17.21.91.97,73,76,159,1,1
1210,45,17-08-2024 16.18,194.249.1.48,27,48,67,1,0
1211,15,24-05-2024 8.00,145.23.67.7,17,41,109,1,0
1212,13,16-03-2024 10.08,221.208.212.15,40,9,128,1,0
1213,32,28-04-2024 2.29,55.231.215.81,43,20,194,1,1
1214,31,24-06-2024 23.54,168.245.115.122,59,12,165,1,1
1215,8,30-03-2024 19.29,223.100.85.146,85,37,197,1,1
1216,1,22-03-2024 5.55,205.85.79.74,93,73,135,1,0
1217,24,12-03-2024 17.36,116.230.131.238,42,2,65,1,0
1218,43,28-08-2024 3.15,78.25.20.224,86,31,194,1,0
1219,48,09-07-2024 21.34,83.206.46.82,28,74,137,1,1
1220,40,20-05-2024 13.43,3.169.48.63,20,50,139,1,0
1221,1,14-07-2024 19.35,33.179.184.123,84,27,113,1,1
1222,49,23-08-2024 2.48,118.51.48.225,2,7,97,1,0
1223,41,20-06-2024 15.25,160.93.63.10,2,36,189,1,0
1224,25,27-06-2024 9.50,6.143.145.232,85,55,37,1,1
1225,34,16-03-2024 11.18,40.54.63.68,86,85,113,1,0
1226,11,05-04-2024 1.43,116.62.24.34,71,49,107,1,0
1227,36,15-04-2024 3.25,134.192.233.126,100,69,121,1,0
1228,17,22-04-2024 17.13,71.228.204.181,13,64,35,1,1
1229,11,26-07-2024 9.12,94.60.178.117,26,95,40,1,0
1230,8,02-08-2024 2.40,119.176.21.120,14,47,12,1,1
1231,44,17-08-2024 0.55,216.102.3.160,2,95,102,1,0
1232,30,09-07-2024 2.20,125.17.90.192,41,65,143,1,1
1233,22,12-05-2024 4.04,175.73.71.35,80,95,35,1,0
1234,10,27-01-2024 9.59,1.135.223.2,24,53,136,1,0
1235,37,19-06-2024 15.31,150.214.120.70,25,54,118,1,0
1236,35,06-01-2024 21.58,47.63.148.238,87,51,187,1,1
1237,18,22-06-2024 8.51,35.23.66.50,19,42,112,1,1
1238,48,15-05-2024 19.24,184.146.217.44,85,3,179,1,1
1239,28,16-03-2024 20.22,51.176.161.75,49,96,127,1,0
1240,1,29-05-2024 2.28,84.116.143.44,79,63,19,1,1
1241,27,15-04-2024 8.15,47.191.173.19,25,3,20,1,1
1242,27,05-06-2024 9.14,165.251.141.161,100,33,131,1,0
1243,29,22-08-2024 6.13,111.7.251.53,94,23,41,1,0
1244,41,10-06-2024 0.19,9.191.10.125,25,31,23,1,0
1245,23,16-02-2024 18.29,60.152.204.175,21,49,46,1,0
1246,12,05-04-2024 2.33,11.59.0.44,39,23,155,1,1
1247,42,08-02-2024 9.23,56.68.25.216,81,27,88,1,1
1248,14,19-06-2024 17.42,4.154.227.228,76,30,193,1,1
1249,1,24-04-2024 9.04,169.164.99.75,98,52,18,1,1
1250,2,02-07-2024 8.53,91.39.93.172,21,93,65,1,1
1251,12,18-06-2024 23.13,48.214.74.234,23,44,28,1,1
1252,35,28-02-2024 14.56,160.210.125.15,54,11,50,1,1
1253,23,06-01-2024 3.26,150.78.76.11,56,78,182,1,0
1254,26,10-02-2024 20.35,142.51.82.170,6,62,75,1,0
1255,50,02-02-2024 16.45,24.17.237.39,59,40,42,1,0
1256,25,06-05-2024 7.16,155.0.30.7,32,51,113,1,0
1257,2,13-06-2024 23.46,37.182.50.109,50,2,69,1,0
1258,21,07-02-2024 6.38,126.135.106.148,24,24,43,1,1
1259,15,19-04-2024 12.31,185.203.244.37,92,26,52,1,1
1260,35,09-03-2024 3.54,21.104.71.50,96,29,50,1,1
1261,4,28-02-2024 9.35,57.152.193.225,8,99,28,1,0
1262,26,27-08-2024 11.08,90.116.27.140,32,92,193,1,0
1263,17,14-02-2024 7.14,120.51.116.41,72,30,157,1,0
1264,47,15-07-2024 22.43,26.71.241.176,59,58,16,1,1
1265,37,28-08-2024 19.41,183.232.59.32,92,93,121,1,1
1266,19,15-01-2024 5.04,73.32.38.133,94,53,32,1,1
1267,28,05-02-2024 5.10,122.48.177.72,80,8,101,1,1
1268,23,21-03-2024 11.51,24.54.181.244,34,81,179,1,0
1269,14,28-04-2024 8.59,9.216.181.20,62,26,94,1,1
1270,26,19-05-2024 21.52,78.88.216.3,72,9,30,1,1
1271,1,16-03-2024 1.05,2.12.64.33,68,21,62,1,1
1272,29,29-06-2024 1.34,71.251.195.74,93,1,195,1,0
1273,11,01-07-2024 4.37,205.75.151.244,23,12,26,1,1
1274,30,26-04-2024 11.18,73.167.52.49,16,13,143,1,0
1275,45,29-02-2024 16.03,193.162.177.141,76,4,130,1,1
1276,26,07-02-2024 22.04,207.210.252.249,6,69,84,1,0
1277,20,04-03-2024 17.43,214.114.66.158,60,38,16,1,0
1278,43,16-07-2024 23.08,52.195.191.92,89,94,48,1,0
1279,49,12-06-2024 9.49,105.96.68.171,59,18,110,1,0
1280,49,11-03-2024 7.50,171.7.66.102,56,86,79,1,1
1281,18,08-01-2024 3.08,71.235.231.15,4,67,118,1,0
1282,23,25-02-2024 8.06,152.194.245.198,1,14,56,1,1
1283,33,13-03-2024 9.00,186.255.216.239,77,31,73,1,1
1284,17,04-03-2024 12.48,79.33.179.157,13,53,74,1,1
1285,21,10-04-2024 15.06,31.224.184.66,100,27,133,1,0
1286,42,14-02-2024 1.50,59.54.38.144,89,58,193,1,1
1287,32,11-06-2024 2.43,161.117.122.115,59,85,70,1,1
1288,9,18-08-2024 19.42,38.210.16.43,78,20,89,1,1
1289,1,11-06-2024 17.28,54.229.254.107,89,42,138,1,0
1290,10,08-07-2024 8.47,195.234.199.116,41,14,51,1,0
1291,2,21-04-2024 2.13,114.254.18.235,12,45,54,1,0
1292,26,05-07-2024 9.13,48.249.26.221,17,89,98,1,1
1293,45,12-01-2024 12.57,181.226.179.91,95,95,98,1,0
1294,50,23-08-2024 15.38,83.211.41.223,76,63,117,1,1
1295,17,03-01-2024 7.32,83.2.45.81,42,12,84,1,1
1296,22,25-02-2024 12.31,158.168.118.37,81,74,156,1,0
1297,19,17-06-2024 1.30,76.140.237.57,25,28,189,1,1
1298,4,20-03-2024 21.44,178.207.207.100,30,90,35,1,1
1299,43,02-02-2024 15.24,98.153.94.90,57,41,96,1,0
1300,18,06-01-2024 2.01,212.208.161.68,95,90,28,1,0
1301,22,17-02-2024 19.44,144.73.99.3,32,67,110,1,0
1302,44,05-07-2024 11.27,58.253.132.209,19,88,133,1,0
1303,24,17-07-2024 4.46,181.11.239.60,88,96,46,1,1
1304,38,27-02-2024 16.54,177.79.219.61,49,82,149,1,1
1305,25,08-02-2024 1.17,141.114.100.170,99,18,26,1,1
1306,15,23-08-2024 19.35,37.202.149.56,1,29,57,1,0
1307,10,07-07-2024 13.40,35.40.37.170,51,4,126,1,1
1308,2,14-08-2024 17.48,45.218.15.248,82,94,176,1,1
1309,41,15-02-2024 1.12,219.160.176.66,47,91,98,1,0
1310,48,17-02-2024 1.14,91.56.16.204,33,58,53,1,1
1311,35,14-01-2024 11.57,133.191.112.56,1,93,151,1,0
1312,42,15-04-2024 19.59,35.93.12.177,87,19,145,1,0
1313,12,16-03-2024 19.51,54.241.12.95,36,74,170,1,1
1314,44,13-08-2024 4.33,19.160.27.89,10,50,174,1,0
1315,6,11-03-2024 19.43,66.10.230.158,100,24,133,1,0
1316,4,28-08-2024 22.27,107.60.89.177,37,49,101,1,1
1317,38,07-05-2024 23.02,16.211.177.163,100,72,192,1,0
1318,50,25-05-2024 17.33,46.244.214.183,31,99,199,1,1
1319,6,13-03-2024 13.35,181.98.68.140,50,58,92,1,0
1320,36,05-01-2024 22.27,95.2.187.126,11,30,42,1,1
1321,49,19-06-2024 7.19,215.67.77.68,79,4,42,1,0
1322,24,30-08-2024 2.08,212.36.44.224,80,34,34,1,1
1323,39,14-04-2024 1.33,46.95.90.252,95,32,68,1,0
1324,8,13-05-2024 16.04,91.95.185.69,70,42,14,1,1
1325,44,10-07-2024 2.21,135.181.157.27,64,50,161,1,0
1326,32,22-01-2024 23.38,177.29.63.36,95,80,53,1,1
1327,42,30-03-2024 16.22,16.239.144.188,49,59,199,1,1
1328,38,02-01-2024 8.56,206.89.56.34,98,62,124,1,1
1329,48,10-08-2024 9.25,35.10.195.201,22,4,144,1,0
1330,18,22-05-2024 5.59,222.15.235.82,23,50,30,1,1
1331,46,08-06-2024 3.49,155.254.206.36,21,31,111,1,1
1332,29,12-07-2024 23.01,162.60.178.129,17,38,126,1,0
1333,42,07-07-2024 21.10,115.182.255.224,98,39,185,1,0
1334,26,20-05-2024 7.21,46.132.244.110,56,75,16,1,1
1335,46,23-05-2024 9.15,70.140.90.61,72,54,82,1,0
1336,22,16-01-2024 0.46,96.173.2.186,92,6,184,1,0
1337,4,04-07-2024 12.43,7.213.111.39,4,47,26,1,1
1338,35,19-06-2024 21.33,128.14.25.231,94,92,190,1,1
1339,32,08-01-2024 18.17,222.151.11.49,38,25,154,1,1
1340,26,26-07-2024 6.57,149.66.189.25,75,97,147,1,1
1341,46,29-08-2024 21.08,192.88.235.38,1,38,182,1,0
1342,21,27-02-2024 0.12,9.232.83.194,49,81,48,1,1
1343,12,20-06-2024 22.06,43.21.97.27,31,71,57,1,0
1344,12,03-06-2024 7.34,200.60.0.120,34,9,192,1,1
1345,19,14-02-2024 15.10,181.226.192.17,84,25,70,1,1
1346,21,29-06-2024 23.32,47.139.54.133,69,79,29,1,1
1347,38,04-02-2024 20.53,172.136.39.228,73,25,112,1,0
1348,39,15-05-2024 6.11,206.117.67.77,49,29,22,1,0
1349,28,28-07-2024 14.29,138.233.7.12,41,26,57,1,0
1350,6,10-07-2024 2.18,169.122.31.8,90,13,189,1,1
1351,20,31-03-2024 10.54,97.188.83.83,87,35,65,1,0
1352,39,20-04-2024 1.36,215.122.209.147,38,85,15,1,0
1353,1,21-08-2024 15.47,79.179.240.69,36,85,13,1,1
1354,30,29-04-2024 5.24,42.81.65.205,55,28,113,1,0
1355,16,06-01-2024 15.14,65.149.44.168,90,75,132,1,1
1356,5,16-01-2024 21.58,207.137.42.17,62,68,125,1,0
1357,34,06-01-2024 0.12,80.216.129.143,72,80,137,1,0
1358,16,24-02-2024 0.09,76.10.245.218,8,13,173,1,0
1359,29,16-01-2024 0.40,170.73.96.107,42,7,107,1,1
1360,22,13-02-2024 13.05,120.70.198.247,92,91,25,1,0
1361,50,16-06-2024 17.08,38.185.21.252,62,13,130,1,1
1362,41,14-05-2024 23.30,30.105.5.93,38,5,107,1,0
1363,7,17-04-2024 4.00,4.174.146.228,69,78,69,1,0
1364,20,12-04-2024 12.27,40.139.12.98,83,17,140,1,0
1365,23,22-06-2024 10.30,136.157.2.146,65,54,92,1,0
1366,47,16-08-2024 21.38,68.6.50.198,85,82,35,1,0
1367,12,17-07-2024 7.45,161.252.55.158,40,36,178,1,0
1368,24,09-01-2024 14.40,134.2.39.8,94,95,40,1,1
1369,22,12-02-2024 23.56,220.94.21.104,39,13,140,1,1
1370,41,09-01-2024 2.33,26.16.32.129,76,64,99,1,0
1371,10,16-04-2024 17.07,221.135.98.50,77,17,106,1,1
1372,12,18-03-2024 19.18,82.149.252.6,70,77,101,1,1
1373,41,02-02-2024 10.18,99.68.172.135,64,48,74,1,1
1374,26,10-01-2024 17.05,62.152.223.26,12,56,78,1,1
